,label,X0_1,X0_2,X0_3,X1_1,X1_2,X1_3,X2_1,X2_2,X3_1,X3_2,X3_3,X4_1,X4_2,X4_3,X4_4,X5_1,X5_2
15,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
16,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
17,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
18,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
19,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
20,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
21,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
22,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
23,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
24,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
25,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
26,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
27,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
28,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
29,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
30,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
31,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
32,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
33,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
34,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
35,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
36,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
37,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
38,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
39,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
40,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
41,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
42,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
43,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
44,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
45,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
46,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
47,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
48,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
49,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
50,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
51,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
52,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
53,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
54,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
55,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
56,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
57,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
58,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
59,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
60,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
61,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
62,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
63,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
64,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
65,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
66,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
67,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
68,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
69,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
70,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
71,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
72,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
73,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
74,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
75,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
76,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
77,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
78,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
79,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
80,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
81,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
82,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
83,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
84,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
85,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
86,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
87,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
88,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
89,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
90,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
91,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
92,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
93,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
94,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
95,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
96,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
97,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
98,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
99,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
100,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
101,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
102,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
103,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
104,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
105,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
106,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
107,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
108,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
109,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
110,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
111,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
112,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
113,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
114,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
115,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
116,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
117,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
118,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
119,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
120,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
121,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
122,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
123,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
124,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
125,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
126,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
127,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
128,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
129,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
130,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
131,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
132,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
133,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
134,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
135,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
136,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
137,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
138,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
139,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
140,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
141,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
142,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
143,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
144,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
145,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
146,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
147,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
148,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
149,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
150,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
151,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
152,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
153,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
154,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
155,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
156,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
157,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
158,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
159,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
160,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
161,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
162,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
163,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
164,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
165,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
166,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
167,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
168,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
169,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
170,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
171,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
172,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
173,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
174,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
175,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
176,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
177,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
178,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
179,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
180,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
181,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
182,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
183,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
184,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
185,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
186,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
187,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
188,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
189,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
190,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
191,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
192,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
193,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
194,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
195,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
196,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
197,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
198,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
199,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
200,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
201,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
202,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
203,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
204,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
205,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
206,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
207,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
208,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
209,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
210,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
211,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
212,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
213,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
214,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
215,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
216,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
217,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
218,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
219,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
220,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
221,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
222,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
223,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
224,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
225,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
226,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
227,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
228,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
229,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
230,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
231,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
232,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
233,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
234,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
235,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
236,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
237,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
238,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
